Timestamp,Offset_m,Heading_deg,Steer_deg,Speed_PWM,Raw_Speed
1770115490.6497705,-0.3459,-0.87,125,300,50.0
1770115490.6981478,-0.3449,-0.96,126,300,50.0
1770115490.8010118,-0.3433,-1.02,126,300,50.0
1770115490.903934,-0.3486,-1.38,130,300,50.0
1770115491.0069776,-0.3479,-1.45,131,300,50.0
1770115491.1000144,-0.3484,-1.42,131,300,50.0
1770115491.2027216,-0.3442,-1.24,128,300,50.0
1770115491.3055768,-0.3486,-1.25,129,300,50.0
1770115491.4086275,-0.3484,-1.47,131,300,50.0
1770115491.5114665,-0.3487,-1.64,133,300,50.0
1770115491.6042428,-0.3497,-1.65,133,300,50.0
1770115491.7072048,-0.3482,-1.53,131,300,50.0
1770115491.810005,-0.3463,-1.16,128,300,50.0
1770115491.9131527,-0.3520,-2.01,137,300,50.0
1770115492.0166798,-0.3495,-1.65,133,300,50.0
1770115492.119668,-0.3445,-1.07,126,300,50.0
1770115492.2129095,-0.3497,-1.68,133,300,50.0
1770115492.3156233,-0.3469,-1.32,129,300,50.0
1770115492.4187129,-0.3505,-1.57,133,300,50.0
1770115492.521796,-0.3482,-1.42,131,300,50.0
1770115492.6249394,-0.3512,-1.61,133,300,50.0
1770115492.7279875,-0.3506,-1.75,134,300,50.0
1770115492.8216858,-0.3456,-1.21,128,300,50.0
1770115492.9382985,-0.3493,-1.55,132,300,50.0
1770115493.0435998,-0.3505,-1.73,134,300,50.0
1770115493.1360745,-0.3489,-1.56,132,300,50.0
1770115493.239757,-0.3529,-1.93,136,300,50.0
1770115493.3435395,-0.3484,-1.68,133,300,50.0
1770115493.438169,-0.3503,-1.65,133,300,50.0
1770115493.5422351,-0.3506,-1.93,135,300,50.0
1770115493.647052,-0.3478,-1.56,132,300,50.0
1770115493.7515888,-0.3509,-1.63,133,300,50.0
1770115493.842886,-0.3489,-1.32,130,300,50.0
1770115516.5911767,0.1504,-1.89,-36,300,50.0
1770115516.6845222,0.0651,3.62,-52,300,48.7
1770115516.7882216,-0.0212,3.72,-21,300,48.6
1770115516.881102,-0.0468,13.14,-66,216,21.7
1770115516.9867172,1.3469,18.87,-150,200,20.0
1770115517.0897634,1.3123,15.09,-150,200,20.0
1770115518.1031132,0.2021,6.85,-150,300,40.6
1770115518.1980865,1.7568,18.56,-150,200,20.0
1770115518.2998986,0.3540,6.96,-150,300,40.2
1770115518.4036436,-0.6001,30.65,150,200,20.0
1770115518.5076022,-0.5254,31.65,150,200,20.0
1770115518.6035943,-1.2348,10.33,150,288,28.8
1770115518.7066312,-1.1541,14.70,150,200,20.0
1770115518.8102868,-1.2181,12.87,150,221,22.2
1770115518.91493,-1.3623,10.34,150,288,28.8
1770115519.0094817,0.0061,16.91,-140,200,20.0
1770115519.1120887,-1.5122,6.97,150,300,40.2
1770115519.2186902,1.6002,8.00,-150,300,36.7
1770115519.3243895,1.5243,8.94,-150,300,33.5
1770115519.4260406,1.4670,7.21,-150,300,39.4
