Timestamp,Offset_m,Heading_deg,Steer_deg,Speed_PWM,Raw_Speed
1770113671.898637,-0.2647,-6.54,181,415,41.6
1770113671.9813771,-0.2674,-6.94,192,402,40.3
1770113672.079265,-0.2681,-6.96,192,402,40.2
1770113672.1521122,-0.2646,-6.69,184,411,41.1
1770113672.2539961,-0.2631,-6.26,174,424,42.4
1770113672.3438625,-0.2670,-6.77,188,408,40.8
1770113672.4470818,-0.2668,-6.76,187,408,40.9
1770113672.5410924,-0.2624,-6.21,173,426,42.6
1770113672.6438308,-0.2633,-6.46,179,418,41.8
1770113672.7468662,-0.2607,-6.06,169,430,43.0
1770113672.849821,-0.2668,-6.90,190,404,40.4
1770113672.9526017,-0.2627,-6.27,174,424,42.4
1770113673.055476,-0.2624,-6.23,173,425,42.5
1770113673.148219,-0.2637,-6.30,175,423,42.3
1770113673.2511759,-0.2637,-6.76,185,408,40.9
1770113673.354055,-0.2653,-6.87,189,405,40.5
1770113673.4570508,-0.2674,-6.98,192,401,40.2
1770113673.5601933,-0.2661,-6.91,190,403,40.4
1770113673.662879,-0.2680,-6.95,192,402,40.2
1770113673.7556372,-0.2605,-6.14,170,428,42.8
1770113673.8585224,-0.2688,-7.05,195,399,39.9
1770113673.961389,-0.2639,-6.26,175,424,42.4
1770113674.0644422,-0.2658,-6.65,184,412,41.2
1770113674.1673343,-0.2609,-6.20,172,426,42.6
1770113674.2601588,-0.2674,-6.86,190,405,40.5
1770113674.3629682,-0.2675,-6.87,190,405,40.5
1770113674.4659712,-0.2627,-6.47,179,417,41.8
1770113674.5689604,-0.2667,-6.85,189,405,40.6
1770113674.6721337,-0.2671,-7.01,193,400,40.1
1770113674.7751126,-0.2660,-6.79,187,407,40.8
1770113674.8780532,-0.2642,-6.43,179,419,41.9
1770113674.9707484,-0.2633,-6.43,178,419,41.9
1770113675.0736752,-0.2627,-6.16,172,427,42.8
1770113675.1765447,-0.2628,-6.39,177,420,42.1
1770113675.2796476,-0.2620,-6.30,175,423,42.3
1770113675.3828554,-0.2662,-6.76,187,408,40.9
1770113675.4854345,-0.2628,-6.42,178,419,41.9
1770113675.5783467,-0.2667,-6.87,190,405,40.5
1770113675.6811337,-0.2624,-6.30,175,423,42.3
1770113675.784067,-0.2644,-6.79,187,407,40.8
1770113675.8872747,-0.2642,-6.57,182,414,41.5
1770113675.9909348,-0.2605,-6.32,174,422,42.3
1770113676.083674,-0.2611,-6.31,174,422,42.3
1770113676.1871278,-0.2659,-6.91,190,404,40.4
1770113676.2900786,-0.2595,-6.12,169,428,42.9
1770113676.3928757,-0.2662,-6.75,187,408,40.9
1770113676.495774,-0.2661,-6.88,189,405,40.5
1770113676.5985694,-0.2608,-6.26,173,424,42.5
1770113676.6914012,-0.2633,-6.53,180,416,41.6
1770113676.7942336,-0.2606,-6.24,173,425,42.5
1770113676.8971865,-0.2609,-6.31,174,423,42.3
1770113677.0000985,-0.2624,-6.44,178,418,41.9
1770113677.1031475,-0.2660,-6.98,192,401,40.2
1770113677.2066364,-0.2649,-6.81,187,407,40.7
1770113677.299368,-0.2608,-6.25,173,424,42.5
1770113677.402149,-0.2611,-6.28,174,423,42.4
1770113677.5049162,-0.2618,-6.27,174,424,42.4
1770113677.607768,-0.2622,-6.19,172,426,42.7
1770113677.7105415,-0.2615,-6.21,172,425,42.6
1770113677.8135016,-0.2598,-6.14,170,428,42.8
1770113677.9195452,-0.2613,-6.24,173,425,42.5
1770113678.0234015,-0.2624,-6.33,175,422,42.2
1770113678.1266458,-0.2610,-6.26,173,424,42.4
1770113678.2199326,-0.2626,-6.44,178,418,41.9
1770113678.3234797,-0.2616,-6.31,175,422,42.3
1770113678.4271564,-0.2620,-6.42,177,419,42.0
1770113678.5314844,-0.2615,-6.40,177,420,42.0
1770113678.6362286,-0.2627,-6.47,179,417,41.8
1770113678.7282777,-0.2610,-6.23,173,425,42.5
1770113678.8319077,-0.2613,-6.26,173,424,42.4
1770113678.9358273,-0.2604,-6.29,174,423,42.4
1770113679.0407958,-0.2629,-6.41,177,419,42.0
1770113679.1336899,-0.2623,-6.45,178,418,41.9
1770113679.2369888,-0.2629,-6.42,178,419,42.0
1770113679.3406632,-0.2620,-6.28,174,423,42.4
1770113679.4450722,-0.2629,-6.38,177,420,42.1
1770113679.5376837,-0.2630,-6.53,180,416,41.6
1770113679.641974,-0.2621,-6.45,178,418,41.9
1770113679.746745,-0.2621,-6.46,178,418,41.8
1770113679.841524,-0.2604,-6.27,173,424,42.4
1770113679.9451623,-0.2611,-6.34,175,421,42.2
1770113680.0491278,-0.2592,-6.26,172,424,42.5
1770113680.1533842,-0.2629,-6.49,179,417,41.7
1770113680.2461462,-0.2610,-6.35,175,421,42.2
1770113680.349814,-0.2624,-6.52,180,416,41.6
1770113680.4746044,-0.2622,-6.43,177,419,41.9
1770113680.5471919,-0.2602,-6.35,175,421,42.2
1770113680.6487648,-0.2603,-6.51,178,416,41.7
1770113680.7517028,-0.2657,-7.01,192,400,40.1
1770113680.8445284,-0.2617,-6.51,179,416,41.7
1770113680.9475145,-0.2626,-6.48,179,417,41.8
1770113681.050387,-0.2626,-6.37,176,421,42.1
1770113681.1533942,-0.2623,-6.54,180,415,41.6
1770113681.2564962,-0.2596,-6.38,175,420,42.1
1770113681.3593478,-0.2626,-6.49,179,417,41.7
1770113681.4522197,-0.2603,-6.43,177,419,41.9
1770113681.5549798,-0.2624,-6.39,177,420,42.1
1770113681.6578994,-0.2623,-6.51,179,416,41.7
1770113681.76079,-0.2612,-6.55,180,415,41.6
1770113681.863863,-0.2615,-6.32,175,422,42.3
1770113681.966658,-0.2631,-6.51,180,416,41.7
1770113683.833064,-0.2618,-6.40,177,420,42.0
1770113683.9362338,-0.2627,-6.41,177,419,42.0
1770113684.0392728,-0.2616,-6.56,180,415,41.5
1770113684.1422858,-0.2629,-6.44,178,419,41.9
1770113684.2451496,-0.2604,-6.42,176,419,42.0
1770113684.3379512,-0.2622,-6.62,182,413,41.3
1770113684.440863,-0.2633,-6.69,184,411,41.1
1770113684.5439954,-0.2590,-6.09,169,429,43.0
1770113684.6475785,-0.3071,-9.33,250,321,32.1
1770113684.7503214,-0.4122,-7.18,250,395,39.5
1770113684.8428876,-0.5111,-3.67,216,486,48.6
1770113684.9455907,-0.6346,-6.21,250,426,42.6
1770113685.048505,-0.7257,-4.43,250,472,47.2
1770113685.1520567,-0.8955,-4.90,250,461,46.2
1770113685.2549524,0.6073,-14.88,-250,200,20.0
1770113685.3599613,1.2769,-26.49,-250,200,20.0
1770113685.452168,1.4714,-13.44,-250,211,21.2
1770113685.557841,1.8896,10.43,-250,285,28.5
1770113685.671549,1.7508,2.82,-250,496,49.7
1770113685.7757962,0.4575,37.18,-250,200,20.0
1770113685.8678522,-0.2289,3.30,55,491,49.2
1770113685.971963,-0.2276,-8.64,207,345,34.5
1770113686.0744689,-1.2094,-11.54,250,252,25.2
1770113686.168047,-1.1867,-12.74,250,224,22.4
1770113686.2713354,-1.1915,-10.11,250,295,29.5
1770113686.3762386,-0.1850,-7.79,165,374,37.4
1770113686.4802637,-0.3509,-13.71,250,208,20.8
1770113686.5768626,-0.5392,-16.57,250,200,20.0
1770113686.6836429,-0.8163,-20.87,250,200,20.0
1770113686.7866347,-1.1598,-30.19,250,200,20.0
1770113686.8793464,-1.2210,-31.85,250,200,20.0
1770113686.9840016,-1.2684,-30.97,250,200,20.0
1770113687.0890293,1.7018,18.99,-250,200,20.0
1770113687.1971264,1.6407,19.38,-250,200,20.0
1770113687.297956,1.5967,19.67,-250,200,20.0
1770113687.3899655,1.5065,18.00,-250,200,20.0
1770113687.4956598,1.4797,17.29,-250,200,20.0
1770113687.5874708,1.4978,17.78,-250,200,20.0
1770113687.6807535,1.5232,16.54,-250,200,20.0
1770113687.7855935,1.4986,8.14,-250,362,36.2
1770113687.879077,1.4510,-4.10,-250,478,47.9
1770113687.9741714,1.4615,-7.47,-250,385,38.5
1770113688.0804644,1.5674,-5.27,-250,452,45.3
1770113688.172047,-0.9868,-33.92,250,200,20.0
1770113688.2774749,-0.8585,-32.75,250,200,20.0
1770113688.379085,-0.5785,-24.66,250,200,20.0
1770113688.471984,-0.6694,-29.59,250,200,20.0
1770113688.5768168,-0.6676,-27.91,250,200,20.0
1770113688.6823285,-0.5653,-21.78,250,200,20.0
1770113688.784895,-0.8147,-28.91,250,200,20.0
1770113688.8789763,-0.8884,-30.00,250,200,20.0
1770113688.983495,-0.9344,-29.92,250,200,20.0
1770113689.0906157,-0.7708,-22.30,250,200,20.0
1770113689.185017,-0.8556,-23.65,250,200,20.0
1770113689.2909603,1.5626,-2.04,-250,499,50.0
1770113689.394173,1.4880,-3.10,-250,493,49.4
1770113689.4868832,1.3730,-6.01,-250,431,43.2
1770113689.5899463,1.1738,-9.55,-250,314,31.4
1770113689.6941478,1.1341,-9.02,-250,332,33.2
1770113689.796682,1.1635,-8.50,-250,350,35.0
1770113689.902181,1.2524,-2.20,-250,499,50.0
1770113689.9935048,1.2694,-4.51,-250,470,47.1
1770113690.0950043,1.3289,-7.81,-250,373,37.4
1770113690.202449,1.4662,-5.51,-250,446,44.6
1770113690.305458,1.5672,-4.83,-250,463,46.4
1770113690.397017,1.6510,-3.62,-250,487,48.7
1770113690.4997213,1.7798,-1.84,-250,500,50.0
1770113690.6014104,-1.3315,-32.10,250,200,20.0
1770113690.7041488,-1.3217,-54.56,250,200,20.0
1770113690.8077404,-0.9996,1.51,250,500,50.0
1770113690.9013324,-0.2169,63.06,-250,200,20.0
1770113691.0049024,-0.5767,-15.37,250,200,20.0
1770113691.110181,-0.8903,54.18,250,200,20.0
1770113691.2123246,-1.2106,2.28,250,499,50.0
1770113691.3160305,-1.2944,-6.10,250,429,42.9
1770113691.4086087,-1.3073,53.49,250,200,20.0
1770113691.5128112,0.0388,4.63,-52,468,46.8
1770113691.6155577,-0.2965,5.20,83,454,45.5
1770113691.7190118,1.2970,-8.36,-250,354,35.5
1770113691.8228738,1.2673,-6.42,-250,419,42.0
1770113691.9157279,1.1214,-6.35,-250,421,42.2
1770113692.0189052,1.0094,-5.02,-250,458,45.9
1770113692.1216445,0.9143,-9.78,-250,306,30.6
1770113692.224656,0.7961,-18.30,-250,200,20.0
1770113692.3270664,25.0103,86.18,-250,200,20.0
1770113692.420152,-2.0434,-53.21,250,200,20.0
1770113692.523536,-1.7915,-47.62,250,200,20.0
1770113692.6269825,-1.2157,5.91,250,434,43.5
1770113692.7304242,-1.0757,16.68,250,200,20.0
1770113692.833843,-1.2773,16.33,250,200,20.0
1770113692.9376051,-1.3326,-22.53,250,200,20.0
1770113693.0302749,14.4618,84.10,-250,200,20.0
1770113693.1387923,7.1280,78.78,-250,200,20.0
1770113693.2314134,3.9381,72.28,-250,200,20.0
1770113693.3365397,1.4964,62.61,-250,200,20.0
1770113693.4447198,1.2288,61.32,-250,200,20.0
1770113693.5408907,1.1824,61.08,-250,200,20.0
1770113693.636649,1.7966,65.93,-250,200,20.0
1770113693.740987,2.6887,70.68,-250,200,20.0
1770113693.8444874,1.3388,61.50,-250,200,20.0
1770113693.947328,0.4361,51.59,-250,200,20.0
1770113694.0532074,-0.2552,39.62,-97,200,20.0
1770113694.14462,-0.5937,31.03,250,200,20.0
1770113694.2488155,-1.1248,11.49,250,253,25.4
1770113694.345803,-0.6253,29.28,250,200,20.0
1770113694.4499648,0.1460,49.11,-250,200,20.0
1770113694.5530655,-0.7658,22.98,250,200,20.0
1770113694.6573584,-1.0735,3.99,250,481,48.1
1770113694.7502923,-1.0291,3.83,250,483,48.4
1770113694.8542237,-1.1931,-10.35,250,287,28.8
1770113694.9580545,-10.0441,-80.57,250,200,20.0
1770113695.062474,-5.8194,-74.39,250,200,20.0
1770113695.1563268,-1.3233,-28.60,250,200,20.0
1770113695.2590773,0.2964,-15.81,-128,200,20.0
1770113695.3643832,0.1588,-14.34,-21,202,20.2
1770113695.4565217,0.1981,1.89,-83,500,50.0
1770113695.550794,-1.2776,-43.87,250,200,20.0
1770113695.6332943,-0.1273,-12.39,201,231,23.1
1770113695.7170842,1.3734,49.88,-250,200,20.0
1770113695.8136442,2.0388,30.81,-250,200,20.0
1770113695.8871808,2.0713,29.71,-250,200,20.0
1770113695.9608266,1.4544,-31.43,-250,200,20.0
1770113696.0335379,1.3456,-39.55,-250,200,20.0
1770113696.1054964,1.2156,-48.01,-250,200,20.0
1770113696.1693265,1.3214,-32.70,-250,200,20.0
1770113696.2411723,1.0134,-49.38,-250,200,20.0
1770113696.3156066,1.0533,-47.34,-250,200,20.0
1770113696.3792634,0.9160,-46.18,-250,200,20.0
1770113696.4426017,0.7828,-44.51,-250,200,20.0
1770113696.5151772,0.6134,-40.84,-200,200,20.0
1770113696.5780592,0.4900,-27.94,-197,200,20.0
1770113696.6410158,0.4558,12.99,-250,219,21.9
1770113696.7052047,0.3366,17.17,-250,200,20.0
1770113696.7678576,0.2189,20.12,-250,200,20.0
1770113696.8321388,0.1327,25.68,-250,200,20.0
1770113696.8938646,0.1158,33.70,-250,200,20.0
1770113696.9578702,0.1174,39.43,-250,200,20.0
1770113697.022051,0.1250,45.13,-250,200,20.0
1770113697.0827227,-0.1708,44.80,-211,200,20.0
1770113697.1349006,-0.2402,47.08,-170,200,20.0
1770113697.1972387,-0.3000,50.72,-147,200,20.0
1770113697.260171,-0.4110,52.45,-66,200,20.0
1770113697.3227928,-0.5222,53.23,22,200,20.0
1770113697.3865235,-0.6270,53.76,108,200,20.0
1770113697.448604,-0.7195,54.59,181,200,20.0
1770113697.5011315,-0.8501,53.76,250,200,20.0
1770113697.5650263,-0.9624,54.59,250,200,20.0
1770113697.6371474,-1.1049,55.05,250,200,20.0
1770113697.6990535,-1.2560,56.56,250,200,20.0
1770113697.762334,-1.2978,21.21,250,200,20.0
1770113697.8283436,-1.2163,40.94,250,200,20.0
1770113697.89936,-1.2783,-56.36,250,200,20.0
1770113697.9720905,-1.2110,-26.41,250,200,20.0
1770113698.045195,-1.2866,-28.02,250,200,20.0
1770113698.1171844,-1.4791,-16.97,250,200,20.0
1770113698.2001004,-1.4780,-12.70,250,224,22.5
1770113698.2828484,-1.5744,-31.45,250,200,20.0
1770113698.3759844,-1.5932,-37.12,250,200,20.0
1770113698.4710865,-1.4581,-27.34,250,200,20.0
1770113698.5743012,-1.2246,9.16,250,327,32.7
1770113698.6681168,-0.8854,-11.69,250,248,24.9
1770113698.7701263,0.0144,-5.51,37,446,44.6
1770113698.8624945,0.0832,4.29,-66,475,47.5
1770113698.9453242,0.0278,8.91,-88,335,33.6
1770113699.0373235,0.0291,16.20,-154,200,20.0
1770113699.1288953,0.0773,29.14,-250,200,20.0
1770113699.22013,-0.0363,43.38,-250,200,20.0
1770113699.3247745,-1.4614,-22.36,250,200,20.0
1770113699.4254367,-0.1249,-38.42,250,200,20.0
1770113699.530922,0.1743,12.37,-239,231,23.2
1770113699.624292,0.3273,24.26,-250,200,20.0
1770113699.7266614,-0.3877,19.57,176,200,20.0
1770113699.8277395,0.4950,9.39,-250,319,31.9
1770113699.9298859,0.4744,4.75,-229,465,46.5
1770113700.0323973,-0.3187,-14.68,250,200,20.1
1770113700.1249514,-1.1245,-25.12,250,200,20.0
1770113700.2275107,-1.0996,-29.32,250,200,20.0
1770113700.329736,-0.1927,-19.37,250,200,20.0
1770113700.4339924,-0.0288,-7.99,80,367,36.8
1770113700.5435133,-0.6208,3.51,197,488,48.9
1770113700.6457984,-0.6373,15.66,250,200,20.0
1770113700.7465413,-0.8787,9.72,250,308,30.8
1770113700.8382852,0.0396,25.55,-238,200,20.0
1770113700.939867,-0.1145,2.78,17,496,49.7
1770113701.0425694,-0.0444,9.15,-44,327,32.8
1770113701.1453452,-1.5728,-17.33,250,200,20.0
1770113701.2467504,0.0028,-24.62,194,200,20.0
1770113701.3493555,0.0983,-20.28,77,200,20.0
1770113701.4520552,1.7864,6.58,-250,414,41.4
1770113701.5587912,1.6278,7.53,-250,383,38.3
1770113701.6621976,0.6854,-8.93,-250,334,33.5
1770113701.7529173,0.6893,-29.78,-250,200,20.0
1770113701.8548312,-0.2215,-10.74,247,275,27.6
1770113701.9575467,-0.2519,1.57,74,500,50.0
1770113702.060569,-0.6912,-7.85,250,372,37.2
1770113702.1666102,-0.9208,-22.79,250,200,20.0
1770113702.2664104,-0.4154,-36.06,250,200,20.0
1770113702.3690326,-0.5401,-32.41,250,200,20.0
1770113702.4768102,0.0343,14.47,-145,201,20.1
1770113702.5731103,-0.0955,4.57,1,469,46.9
1770113702.6751046,-0.0807,15.73,-56,200,20.0
1770113702.7757401,-0.0196,25.34,-185,200,20.0
1770113702.8773973,0.4469,30.54,-250,200,20.0
1770113702.982326,0.3359,38.33,-250,200,20.0
1770113703.0872693,0.2433,26.28,-250,200,20.0
1770113703.1787627,-0.5090,4.83,168,463,46.4
1770113703.2818537,-0.1699,4.75,30,465,46.6
1770113703.3836164,0.1061,25.34,-250,200,20.0
1770113703.4758158,0.2162,34.31,-250,200,20.0
1770113703.5792046,0.3574,43.67,-250,200,20.0
1770113703.683174,0.1352,37.49,-250,200,20.0
1770113703.786433,0.1468,42.11,-250,200,20.0
1770113703.890048,0.1099,38.25,-250,200,20.0
1770113703.987036,0.0188,35.44,-250,200,20.0
1770113704.091761,0.0036,33.32,-250,200,20.0
1770113704.1958086,0.0124,36.26,-250,200,20.0
1770113704.29826,-0.1268,28.07,-115,200,20.0
1770113704.3907092,-0.0713,34.37,-213,200,20.0
1770113704.4936087,0.0260,38.27,-250,200,20.0
1770113704.5977416,0.1522,-3.32,-28,491,49.1
1770113704.7026281,-0.2666,-29.52,250,200,20.0
1770113704.7957,0.0527,-14.75,72,200,20.0
1770113704.8985684,-0.0055,-16.15,133,200,20.0
1770113705.0015676,0.1371,-2.23,-29,499,50.0
1770113705.1035504,-0.0580,-21.70,223,200,20.0
1770113705.196715,0.1360,-36.16,172,200,20.0
1770113705.299075,-0.1715,-35.28,250,200,20.0
1770113705.4017131,0.3153,20.18,-250,200,20.0
1770113705.5046694,-0.7156,59.77,136,200,20.0
1770113705.6084356,-1.1716,4.60,250,468,46.9
1770113705.7118495,-0.9706,-22.63,250,200,20.0
1770113705.8064802,-0.4426,-20.08,250,200,20.0
1770113705.9113696,-1.8698,22.36,250,200,20.0
1770113706.0120373,-0.8905,7.76,250,375,37.5
1770113706.1165164,-0.6657,-22.00,250,200,20.0
1770113706.2274358,0.1066,-5.95,-1,433,43.4
1770113706.3228247,0.5950,-0.48,-200,500,50.0
1770113706.4240346,1.3218,26.32,-250,200,20.0
1770113706.4782693,1.3565,8.64,-250,345,34.5
1770113706.5408769,1.9607,16.67,-250,200,20.0
1770113706.601576,-0.9652,-1.64,250,500,50.0
1770113706.6552646,-0.2979,12.04,139,239,24.0
1770113706.7166739,0.1430,22.17,-250,200,20.0
1770113706.7780194,0.4187,35.03,-250,200,20.0
1770113706.8395603,-0.3827,28.80,98,200,20.0
1770113706.9006238,0.0848,-1.21,-19,500,50.0
1770113706.9625773,0.4067,43.24,-250,200,20.0
1770113707.0244384,-0.3804,59.06,-145,200,20.0
1770113707.0868804,0.1450,-0.77,-43,500,50.0
1770113707.139248,-6.3648,-78.10,250,200,20.0
1770113707.2005103,-0.8391,65.03,200,200,20.0
1770113707.2628052,-0.5951,47.64,130,200,20.0
1770113707.325065,-0.5790,38.20,191,200,20.0
1770113707.388012,-0.8575,4.45,250,472,47.2
1770113707.4522963,0.4599,-38.39,-88,200,20.0
1770113707.5278554,0.2557,-25.19,-18,200,20.0
1770113707.5942461,0.0050,-18.03,139,200,20.0
1770113707.6676672,-0.1252,-0.95,50,500,50.0
1770113707.7304683,-0.1291,2.62,23,497,49.8
1770113707.791876,-0.0926,-7.07,104,398,39.9
1770113707.8502688,-0.0260,1.17,0,500,50.0
1770113707.9108841,-0.0993,31.45,-166,200,20.0
1770113707.9731889,-0.2109,34.85,-97,200,20.0
1770113708.036815,-0.2475,26.45,1,200,20.0
1770113708.0920715,-0.1012,23.81,-103,200,20.0
1770113708.1543496,0.0389,25.10,-234,200,20.0
1770113708.217696,-0.0744,24.15,-129,200,20.0
1770113708.2808864,-0.1263,29.19,-125,200,20.0
1770113708.3408325,-0.2105,19.10,28,200,20.0
1770113708.4029605,-0.1364,22.10,-59,200,20.0
1770113708.456231,-0.1183,22.00,-74,200,20.0
1770113708.518259,-0.0472,24.38,-154,200,20.0
1770113708.5816672,0.0072,16.58,-138,200,20.0
1770113708.645495,0.1059,12.45,-185,230,23.0
1770113708.7090435,0.0972,5.71,-89,440,44.1
1770113708.7720854,0.1073,6.27,-100,424,42.4
1770113708.8358097,0.2077,13.92,-250,205,20.6
1770113708.8984802,0.3038,19.32,-250,200,20.0
1770113708.960132,0.3455,27.86,-250,200,20.0
1770113709.0231724,0.4521,28.01,-250,200,20.0
1770113709.0976782,0.2605,-32.80,38,200,20.0
1770113709.15942,0.6840,-26.26,-250,200,20.0
1770113709.231883,-0.1104,28.95,-136,200,20.0
1770113709.306331,0.0900,22.46,-250,200,20.0
1770113709.3894994,0.2104,21.45,-250,200,20.0
1770113709.4715376,0.2325,20.76,-250,200,20.0
1770113709.554101,0.2300,23.36,-250,200,20.0
1770113709.636718,0.1755,6.86,-143,405,40.5
1770113709.7293158,0.0752,-1.27,-15,500,50.0
1770113709.8122165,0.1193,0.96,-48,500,50.0
1770113709.9063442,-0.0358,-8.46,89,351,35.1
1770113709.9889436,-0.0536,-6.71,80,410,41.0
1770113710.083006,-0.1844,-16.65,250,200,20.0
1770113710.1645427,-0.1441,-6.55,122,415,41.5
