Timestamp,Offset_m,Heading_deg,Steer_deg,Speed_PWM,Raw_Speed
1770114512.9153585,0.2507,-27.07,1,200,20.0
1770114513.0081358,0.3068,-20.09,-102,200,20.0
1770114513.0915675,0.2675,-25.23,-28,200,20.0
1770114513.1812022,0.3032,-20.47,-96,200,20.0
1770114513.285958,0.3075,-19.39,-109,200,20.0
1770114513.3776352,0.3098,-19.12,-113,200,20.0
1770114513.4816537,0.2725,-24.01,-42,200,20.0
1770114513.5757322,0.2906,-22.58,-69,200,20.0
1770114513.6785338,0.2920,-21.81,-76,200,20.0
1770114513.771473,0.3120,-18.57,-119,200,20.0
1770114513.8743687,0.2761,-23.39,-50,200,20.0
1770114513.9771385,0.3208,-18.01,-131,200,20.0
1770114514.0799494,0.3100,-19.89,-107,200,20.0
1770114514.1827137,0.2880,-22.62,-66,200,20.0
1770114514.285649,0.3105,-19.73,-109,200,20.0
1770114514.388385,0.3176,-18.28,-126,200,20.0
1770114514.481192,0.2858,-23.08,-60,200,20.0
1770114514.5871153,0.2940,-21.72,-78,200,20.0
1770114514.6899867,0.2808,-23.94,-49,200,20.0
1770114514.7927103,0.2893,-22.32,-70,200,20.0
1770114514.8972998,0.2780,-23.38,-51,200,20.0
1770114515.0009742,0.2955,-22.05,-77,200,20.0
1770114515.1045072,0.3114,-19.39,-112,200,20.0
1770114515.2080874,0.3095,-19.14,-112,200,20.0
1770114515.3017876,0.3138,-18.45,-122,200,20.0
1770114515.3959737,0.3069,-19.57,-107,200,20.0
1770114515.4989576,0.2939,-21.56,-80,200,20.0
1770114515.6023638,0.2982,-20.19,-94,200,20.0
1770114515.695195,0.3220,-17.76,-134,200,20.0
1770114515.798158,0.2922,-22.53,-70,200,20.0
1770114515.9011955,0.2740,-23.81,-45,200,20.0
1770114516.0041103,0.2828,-22.90,-59,200,20.0
1770114516.1070907,0.2635,-25.53,-22,200,20.0
1770114516.2034056,0.3175,-18.59,-124,200,20.0
1770114516.306307,0.2649,-25.53,-23,200,20.0
1770114516.4091182,0.2717,-24.07,-40,200,20.0
1770114516.5121703,0.3041,-19.23,-107,200,20.0
1770114516.6151173,0.2680,-24.98,-30,200,20.0
1770114516.7079573,0.2959,-21.17,-84,200,20.0
1770114516.810712,0.2910,-21.92,-74,200,20.0
1770114516.9134748,0.2942,-21.43,-81,200,20.0
1770114517.016324,0.2947,-21.06,-84,200,20.0
1770114517.1192508,0.2964,-20.31,-92,200,20.0
1770114517.222631,0.2799,-23.00,-56,200,20.0
1770114517.3154976,0.2617,-25.91,-17,200,20.0
1770114517.4182782,0.2889,-21.96,-72,200,20.0
1770114517.521218,0.2858,-22.30,-67,200,20.0
1770114517.6238554,0.2905,-21.79,-75,200,20.0
1770114517.7267551,0.2852,-22.02,-68,200,20.0
1770114517.8298326,0.2892,-21.74,-74,200,20.0
1770114517.922532,0.2682,-24.36,-35,200,20.0
1770114518.0252943,0.2992,-20.04,-96,200,20.0
1770114518.128149,0.2669,-25.13,-28,200,20.0
1770114518.2309074,0.2770,-23.64,-48,200,20.0
1770114518.333758,0.2676,-24.79,-31,200,20.0
1770114518.436662,0.2641,-25.47,-23,200,20.0
1770114518.5394511,0.2902,-21.67,-75,200,20.0
1770114518.6322422,0.2787,-23.50,-51,200,20.0
1770114518.7349517,0.2975,-20.19,-94,200,20.0
1770114518.8377242,0.2745,-23.70,-46,200,20.0
1770114518.9404025,0.2770,-23.51,-50,200,20.0
1770114519.0434878,0.2607,-25.55,-19,200,20.0
